// Otomatik olusturulan dosya

RM_c62049b2-bf4a-4495-8b76-2e3cf37783b3 = "Miras olarak aldiginiz her sey yok olacak."
RM_d1e863f3-0b4f-453c-bbe5-9e96dbc631fa = "Ve bu temelsiz yarisma gibi soldu..."
RM_311275d2-6e7f-46f1-8a51-681ec455bbb8 = "... arkanizda raf birakmayin."
RM_7e4b2a79-79c2-4750-82fb-111302370b6a = "Biz rüyalarin yapildigi maddeden yapilmisiz..."
RM_651262dc-ee2c-4eea-8696-ef3a8a9d8c1f = "... ve küçük hayatimiz..."
RM_a54801b3-075c-4728-b24d-2ae49a4738e5 = "... uyku ile yuvarlanir."
RM_f0544dfe-45c3-4fe3-a924-d2499d22d84e = "Ev VHS: Büyükbaba Mesaji"
RM_e6af6148-1a50-4f67-8dfc-8057707ad368 = "Büyükbaba Mesaji"
RM_55501e6f-9e5b-4cad-b4b2-d49359c9a468 = "Merhaba Büyükbaba. Baban iyi hemsirelerin odana bir televizyon koyduklarini ve ben de merhaba diyebilecegimi söyledi."
RM_964145b3-5ded-4615-b68b-4ff4987dd7f6 = "Merhaba Büyükbaba! Umarim daha iyi hissediyorsundur."
RM_8433578f-050c-4613-8fab-6f4363ecfeca = "Annem senin orki'ne bakacagini söylüyor... orshi..."
RM_f87be4b8-634a-4d9b-92fc-6a1f9a4a3505 = "Orkideler."
RM_bed4ac16-6d51-480e-ac59-3f374e500f5b = "...kendini iyi hissedene kadar orkideler. Seni seviyorum Büyükbaba!"
RM_da29ec74-644a-4694-a54b-2d99199edd57 = "Ayrica yazimdan A arti aldim! Güle güle Büyükbaba!"
RM_f60e31f2-dfb3-410b-bc60-45b6a42b1c2d = "Ev VHS: CAPE CANAVERAL TATILI Temmuz 1990"
RM_2aadcbeb-c471-45dc-bc17-69c11490888c = "CAPE CANAVERAL TATILI Temmuz 1990"
RM_64ae68d8-4e05-442e-a8f2-19fb15469038 = "Cape Canaveral, 1940'larin sonlarinda Hava Kuvvetleri için bir füze deneme alani olarak basladi."
RM_5c652296-a43e-4ba9-ab7a-251d732331f2 = "Üssünde erken yörünge alti uçuslar gerçeklestirildi. Ancak firlatma..."
RM_931005c6-90c8-47e9-932e-e66687b60a04 = "Kevin, Hayley yine kustu."
RM_889443e4-4b99-4d96-80ee-387b6819afd0 = "...Sputnik'in 1957'de Sovyetler tarafindan firlatilmasi, uzay yarisinin hizla kizismasina neden oldu."
RM_f73009e2-fcd6-4be1-a04d-3f5522ee2cb6 = "Kevin, çabuk, koltuklarin her yerinde..."
RM_8d9f499a-de91-423d-aeb1-e24f79d74ae0 = "NASA'nin 1958'de kurulmasi çok sayida füze firlatilmasina yol açti..."
RM_88d6ae7c-55be-4d09-b845-b8f1c4af148e = "...altmislarin basinda Merkür Projeksiyonu yapmak ve nihayetinde..."
RM_9235c9ab-fe8a-4a80-8b41-628147efa0fa = "Ah, Tanri askina Kevin, o seyi kaldir ve bana yardim et."
RM_386efcab-c8d5-4886-976b-df26787ded87 = "Beni bölme Kelly, bu önemli."
RM_d60999b7-715a-4c9b-a332-31da628ba6a2 = "Cape Canaveral, suikasttan sonra 1963'te Cape Kennedy olarak yeniden adlandirildi..."
RM_dd13bba5-531f-44ad-87fb-5c022c122bc9 = "<boguk çiglik ve aglama>"
RM_38e131c0-ab24-4cd5-bc1c-3112d69de01a = "Ev VHS: Fort Knox Belgeseli"
RM_62d1a4e4-b777-47a0-9018-3d1d1c925c28 = "Fort Knox Belgeseli"
RM_be0456d5-a6d8-4418-9d02-9d166959cb5e = "Bugün ABD Ordusu Zirh Merkezi'ne ev sahipligi yapan büyük bir kompleks olan Fort Knox basladi..."
RM_0b37e5f5-c58f-41ec-9dc0-fffcde7d3e02 = "...Iç Savas sirasinda bir dizi tahkimat olarak."
RM_448bb611-19fd-4db2-af71-ace29c4dcbd7 = "Konfederasyonun ünlü basarisiz dikkat dagitici saldirisi..."
RM_494730e8-c998-4e34-beb1-fa4bed41c10b = "...John Hunt Morgan'in süvarileri 1863'te bölgeden geçti..."
RM_ae821249-6eec-47d7-8e17-bf7fba14d3a5 = "...ve Louisville'e dogru ilerliyor..."
RM_558ecbfb-6b75-4c4d-8a9d-498b82746b5c = "...ama sonunda sehri dolasip Springfield'a yöneldi..."
RM_bcbbdbe5-8193-4948-83ef-90fb1f8cfd2c = "... 1918'de. Yeni egitim merkezinin adi..."
RM_15f12e01-9c4f-4a84-82ed-faeb9fc262f5 = "...Bagimsizlik Savasi generali Henry Knox."
RM_23859568-5cee-448b-8149-76b79cb4acae = "...ad, yüksek oranda tahkim edilmis bir yerin kisaltmasi haline geldi."
RM_98e156ff-160b-4267-bedb-53ff4e5a9d83 = "Külçe deposunda dört buçuk bin ton altin var..."
RM_c5f34401-133c-435f-aad4-f012d80cb2d1 = "...ve altin standardinin sonuna ragmen..."
RM_0ef9d72f-a782-489f-8927-ae35e84398a3 = "...genellikle önemli ulusal belgeleri saklamak için kullanilir..."
RM_c4c05d4f-4260-4f3d-98d9-45d5f1caf1c4 = "orijinal Bagimsizlik Bildirgesi gibi..."
RM_78833ae3-bacb-4b5f-8e5d-a0166bad2ef9 = "...2. Dünya Savasi sirasinda. Kale, çekim yeri olmustur..."
RM_6288aeca-70fb-4ffb-83b1-25f7a39c9681 = "...çok sayida televizyon programi ve filmden..."
RM_5011ee13-4922-499a-8744-3e91aa1c0bcf = "...en ünlüsü 1964 casus gerilim filmi..."
RM_42976bc0-9efd-415f-9ac2-a20c4b97961f = "Ev VHS: IRLANDA TATILI 1989"
RM_eb4fdd2e-9329-4799-8c4c-462f0fcef214 = "IRLANDA TATILI 1989"
RM_975a8275-d4d9-44bd-8ab5-7943336ef785 = "Esege bakin!"
RM_aa3123d1-be81-48a4-9ca4-7c1afd338a82 = "O... naneyi yiyor!"
RM_1be9b201-f3e0-404f-9e9c-eb1d8e7e40a8 = "<kahkaha>"
RM_43401610-6fed-4ad1-993f-2cf6375fa03a = "Affedersiniz efendim, o büyük yesil dagin adi ne?"
RM_b2edb6cb-92cf-4506-8934-ba246a984c3e = "Üstü düz olan mi?"
RM_7d74680c-3473-4f1e-b9fb-ff4eb20c3ae6 = "Ah, merhaba. Adi Ben Bulben."
RM_2d5cf77e-8fd8-4394-8694-3185b55d18ed = "Vay, Yeats siirinden mi?"
RM_ebbb0c95-b2c3-4668-b8b4-6f33979b17ae = "Bilmiyorum. Üzgünüm."
RM_cc2466dc-0a43-4933-9e5c-8ab49e0eb6ec = "Yerin yakininda çikarilan kireçtasi üzerinde, onun emriyle su kelimeler kesilir:"
RM_f7e9774a-2797-4c67-ae0c-5d374f9c6d80 = "Hayata, ölüme soguk bak. Süvari, yanindan geç!"
RM_d3abe440-b6e4-4023-b3c3-d2b013d44eda = "Bu Yeats mi? Bunu bilemezdim."
RM_1a68d253-7c24-405e-91c9-5fc2f7320522 = "Amerikali misiniz? Anliyorum, film çekiyorsunuz."
RM_f9f57c40-f056-4dd3-8c7c-a7630e1e1b8a = "Evet, biz Irlandali-Amerikaliyiz."
RM_889b9d75-2d7d-458b-b197-932627c5ea54 = "Büyük-büyük-büyükbabam Carlow diye bir yerden geldi. Orayi biliyor musunuz?"
RM_98d19344-e767-4f31-8878-d8b15d630060 = "Pek iyi degil. Her neyse, ben gitsem iyi olur. Iyi tatiller."
RM_1f666267-593a-4af0-99fe-513c5155aaf9 = "Tesekkürler efendim, Tanri sizi korusun!"
RM_d8f0f5fe-c664-4481-b229-5058264244f9 = "Ne hos bir yasli adam. Belki de geçmis yillardan akrabayiz."
RM_942fa396-fb0b-416d-a2c3-33f4ac6806a5 = "Bu harika olurdu! Burayi terk etmek için her seyin ne kadar kötü oldugunu bir düsünün..."
RM_c0ac639d-0227-49ce-aa64-b04b4d3c987f = "Bununla ilgili bir belgesel izledim. Kitlik. Insanlar iskelet gibiydi..."
RM_88f9b265-451a-4ae9-b58f-fddb97358912 = "Amerika'ya giden gemiler çok kötüydü..."
RM_236b21a6-40c9-44b3-a9bd-2b6e45864b85 = "...onlara tabut gemiler deniyordu. Pek çok insan öldü."
RM_ee01909e-23c8-4ce7-b30e-b7c3ccdf2b05 = "Etrafinda bu kadar çok ölüm varken birinin nasil umudu olabilir?"
RM_bb66e7da-09cc-46b4-b008-f7b0a32fb56f = "Yapmasalardi sanirim hiç sanslari olmazdi..."
RM_061c8403-adcc-4832-91d0-0c1631f03dc4 = "Sanirim öyle. Neyse, kapatin su seyi. Hadi bir bira içelim!"
RM_99812051-e7e7-4605-82f4-02f4f5399d94 = "Ana Sayfa VHS: LARRY'NIN RAP DEMOSU (PRATIK)"
RM_434f51d3-9998-40b4-be12-c79c310f0c23 = "LARRY'NIN RAP DEMOSU (PRATIK)"
RM_8512609a-c333-41f6-b1af-31661c6c6c38 = "[img=music] Yo, yo, naber millet. Ben Larry, yo. [img=music]"
RM_29342a8e-3f30-4cdd-91f4-836b87844f3d = "[img=music] Hey hey, gerçek olsun, ne, bu tesisat malzemeleri gerçek anlasma. [img=music]"
RM_8c07225e-43de-4250-80ee-052396adfab6 = "[img=music] Fiyatlari düsük tutun, kaliteyi yüksek tutun, tedariklerimizde bir sorun yok. [img=music]"
RM_792618a0-b9a0-4424-9fb6-19a1814cbdc1 = "[img=music] Pistona mi ihtiyaciniz var? Biz variz. [img=music]"
RM_e7d3e947-18ef-49e5-84c7-17a11bd68561 = "[img=music] Bir yilana, bir Ingiliz anahtarina, bir çift musluga mi ihtiyaciniz var? Anladik. [img=music]"
RM_71569517-15b2-43d5-aa6f-5424c858c8e7 = "[img=music] Fiyatlarda bir sinir atin, Larry sizi yakaladi! [img=music]"
RM_428354b7-724a-450b-ad97-a781847cd241 = "Ev VHS: Rangers - Hurricanes 8.12.92"
RM_7e934011-f8e0-40c3-8ab6-3f521a62bff2 = "Rangers - Hurricanes 8.12.92 (Beyzbol)"
RM_8ff1b681-862d-40f8-a26b-e6135e0c5959 = "Yerel titanlarin çarpismasi için güzel bir Agustos gününde burada bize katilin..."
RM_e86ee27d-cd31-4f67-a3ec-768ec173f2a8 = "...Riverside Koruculari ve Zed Kasirgalari."
RM_8c858487-d756-4349-bd8a-378ef5ebaaee = "Dogru Victor. Umalim da Ranger'inkinden daha az tek tarafli olsun..."
RM_c86eee23-6154-4a9a-bb78-1f9cccd7aeef = "...geçen hafta Bal Ayilarina utanç verici bir yenilgi."
RM_0a2308f7-a448-4bb0-89f1-384687bb5572 = "Johnson tabaga geliyor..."
RM_c28ad7c5-75c5-4577-8112-e012e6bab195 = "Johnson için bir vurus yapin. Ve .."
RM_935ac899-811f-4ac2-8c61-e33c65de0fa4 = "Solaklarin çogu üçüncü taban tarafina düsüyor."
RM_d5331aec-ef17-4b9b-81a7-c361fdf987b2 = "Ama ilk temel taraf Langdon için sorun degil."
RM_2537a0c6-83b8-46fc-9822-2a9c82fda772 = "Tümsek üzerinde çok çevik."
RM_38875859-bafa-4d20-9451-65e11d9061f1 = "Altinci vurusta burada oynanacak her sey devam ediyor."
RM_24c5a293-7376-4f58-bbc3-c7ae28770a12 = "Alomar kendinden emin görünüyor. Ama yine de..."
RM_5cd952c4-c133-492a-ac93-5a1ec5661bae = "Ve... vay canina! Alomar'da ne kol var!"
RM_bcf2a82a-a1e2-4e26-9d8c-105be45d106d = "Üç sayilik bir home run! Buna inanabiliyor musunuz?"
RM_7d26c3aa-8649-47a7-a6d7-ac53ef1f5711 = "Iste millet. Ne oyun!"
RM_e260e3a5-5376-4433-b46a-e448201df7d4 = "Riverside Rangers'in sahip oldugu... Nazik söz nedir?"
RM_afb660bd-1ab1-4003-b7e4-6648f5a07b1f = "Yok edildi mi?"
RM_46f2a0f5-fd6b-41a0-9eef-4adcca1cab3a = "...Zed Kasirgalarini yok etti!"
RM_35fbe336-2712-443a-814d-35b2b9dc1b96 = "Nihai skor, Riverside Rangers'a 10-2."
RM_3ed92f1e-0528-4e34-a612-c808aabc50dc = "Ev VHS: Rangers - Bal Ayilari 5.8.92"
RM_21d6f533-f05c-443f-8c07-94ff154b9762 = "Honey Bears - Rangers 5.8.92 (Beyzbol)"
RM_d1b48e0a-b536-417b-8f9b-c126018be33b = "Aradaki oyunumuz için yine güzel bir gün..."
RM_4e68d381-35e6-4369-a372-7b27f1dcce12 = "...Payneville Bal Ayilari ve Nehir Kenari Koruculari."
RM_243a5b57-989c-4cbe-ae4b-b85942170cad = "Dogru, Victor. Ve bugün oldukça esit bir maç gibi görünüyor."
RM_d0ec2c27-4014-4f36-a614-3af3ec9db511 = "Korucularin aticilari daha güçlü..."
RM_37a63894-4c71-4b77-ac57-89d908707ce6 = "...ama vurucu Bal Ayilarinda."
RM_024fdac0-7c9b-41b8-aa3d-53037743b63c = "Bugün burada iyi bir gün geçirecegiz millet."
RM_3ddd6876-84da-4871-b34e-a7aeda43814c = "Gomez Todd oyundaki en genç kisi..."
RM_a7029a1b-ddcd-4759-bc7c-1e5b71887c5f = "...birkaç bebek disinda belki stadyumda..."
RM_49e591a0-2672-45c8-bddf-d714a1451b30 = "...ama bunun bugünkü üçüncü sayi vurusunu durdurmasina izin vermedi. Sansasyonel."
RM_b899447b-4dfe-48d9-ad6d-a7db011907fc = "Altincinin zirvesinde, Rangers için kötü görünüyor."
RM_d09b1fc6-4c0f-4cfe-abd9-1321da58a5c2 = "Kötü mü? Bu, günesin yüzeyinin biraz sicak oldugunu söylemek gibi bir sey."
RM_a1c2a59c-b715-4296-a776-2267a036a4aa = "Yine Ingalls. Ingalls..."
RM_3a1bea2a-b30c-4f1c-abdc-cbbd683434a5 = "Gidiyor... gidiyor..."
RM_64d7cf1f-d6a6-4e47-bbc4-43dfc13b392f = "Bugün Rangers için üzülmelisiniz."
RM_861a381d-e776-4669-bee7-9f6cc74d3c9e = "O takimda birçok ilk sezon oyuncusu var."
RM_98d8cf11-6fac-4af9-af65-fd60deb8debe = "Bir sürü kalbi kirik genç yüz."
RM_e18715bc-929e-4e87-b332-9f676594e696 = "Ama daha iyi olan taraf kazandi. Bunu inkar edebilecegimizi sanmiyorum."
RM_ed76b88a-7b54-4450-91af-409b3b312701 = "Aslinda haklisin Tim."
RM_8739f570-8968-4f95-83de-6423f8895e63 = "Son skor, Honey Bears'a 8-1."
RM_050c7d3b-38e6-46d5-95fa-99d3da6cfd57 = "Ev VHS: Kasirgalar - Naftalinler 22.04.91"
RM_0f8b66ff-de43-454a-8e59-27076ba49a42 = "Kasirgalar - Naftalinler 22.04.91"
RM_5ac3e379-2950-4d06-a3c2-79df5fa22fda = "Burada Zed Stadyumu'nda Kasirgalar ve Naftalinler arasindaki oyunumuz için soguk bir gün."
RM_3b59a246-fefe-459f-9b44-9d14de62c916 = "Patrick Pecker müdür olarak esyalarini toplamis..."
RM_c3d773af-ed59-459b-a470-de7a6df90e72 = "...Mothball'larin maglubiyet serisini bitirip bitiremeyecegini görecegiz."
RM_4ecc3d26-369f-4791-974d-36f0c6f9593f = "Dogru Victor. Sadece yönetici degil, neredeyse..."
RM_b0f4fc2a-cce5-4daf-abd4-786adb7dfbcf = "...Naftalinlerin tüm dizisi degisti."
RM_da458576-f872-422b-b069-55bfb4292a1e = "Bugün deneylerinin ise yarayip yaramadigini görelim."
RM_bceac319-1aeb-4946-a9b9-b5826769c678 = "Gaston atisi. Tanrim, ne kare bir çene."
RM_0cd12187-8260-4dd5-a06e-2ca7bb1f9238 = "O çeneye bir uçak indirebilirsin!"
RM_ab24a887-ce3b-4f4e-8337-c40edc0073ec = "<bzzt><fzzt>"
RM_d9ebe25d-a377-4338-9d07-b86746c80c70 = "Sekizincide burada hâlâ oynanacak."
RM_1e6c447d-6cc3-48c2-b11d-96c18f851419 = "Zirhlarindan hiçbirinde çatlak göremiyorum."
RM_3f6ad4ae-8284-4b87-9163-784fdfb357df = "Kendi gölgesiyle savasan birini izlemek gibi."
RM_ae5c93ad-f7fb-42a1-af63-d1b918fe6c99 = "Millet burasi yüksek kaliteli beysbol."
RM_2565ac22-9921-4d5b-abe7-2b2a9208f32e = "Iste burada. Naftalinlere 5-6."
RM_bad2e6df-c6ca-4d5d-941b-fcc820bf044c = "Kaybetmis olabilirler ama Kasirgalarin performansindan çok etkilendim."
RM_1fc6c759-e709-4ead-b76d-2113a6254d0c = "Harika bir mücadele ve harika bir oyun."
RM_2eb3b164-59d5-4bcc-b6b3-8124071e76b9 = "Iste mesele bu, Victor."
RM_c00ef9ac-f2dc-468d-a028-0f3c8248a6f9 = "Ev VHS: Naftalinler ve Bal Ayilari 2.16.91"
RM_3a476d4e-90a7-4f60-8769-d205da7c9046 = "Naftalinler ve Bal Ayilari 2.16.91"
RM_c8f4cfcb-9ae4-4c35-a301-c604552d8b3f = "Burada, Mothball Stadyumu'nda yerde hafif bir kar tozu..."
RM_acaa2e76-cf5a-4eaf-beab-270617e083b5 = "...ama bunun disinda büyük oyunumuz için mükemmel bir gün, Naftalinler Bal Ayilara karsi."
RM_b0fe513b-c76f-4258-beb7-3a55e0600b13 = "Dogru, Victor. Naftalinlerin bunu gerçekten kazanmasi gerekiyor..."
RM_0012f83d-0d02-49f7-9b89-7eb17fafbc9c = "...veya Patrick Pecker menajerlik görevinden alinabilir."
RM_c0baf2a0-7764-4608-840b-615925aba32e = "Mothballs bu sezon simdiye kadar dokuz maçin yedisini kaybetti..."
RM_60aeb3b4-f374-41c9-a896-df27c8ffdec8 = "...ve arka arkaya son dördü kaybettiniz."
RM_55253a3c-0d74-492d-a661-cbf469fed93e = "Pecker için naftalin olabilir, Tim."
RM_bef254c7-f7ac-48a6-8ff6-f0df4c0772a4 = "Ve Caleb, lig lideri toplam isabetine katkida bulunuyor."
RM_ca3f7810-ca68-4970-abbb-a1689cb5fbac = "Simdiye kadar 28 numara."
RM_dacf3574-8ecf-4b79-a9b5-bc9b3f3811d1 = "Djikstra üçüncü oldu ve..."
RM_505adaa7-cd06-431d-9b6e-68e5e2285a2b = "Yalnizca dördüncü ve Mothballs zaten 5-1 geride."
RM_2cfe800e-06b4-45b4-bb39-dc5f7a79c8b4 = "Su anda Pecker'in kafasindan neler geçtigini ancak tahmin edebiliyorum."
RM_4da551b2-076c-4dd6-9589-08dfbcbb3715 = "Sigmundsson için bu üçüncü vurus."
RM_b335067b-18ab-4d2c-8acb-1a4c383d7a2e = "Iste millet. 2-12 Bal Ayilarina."
RM_118e1013-11ee-498d-8614-a909e3ea3f36 = "Birçok kisinin Pecker için üzülecegini düsünüyorum..."
RM_f47539ea-70f0-473f-861b-92853eed57dc = "...8 Aralik maçi hiç yasanmamissa."
RM_3759781b-e570-486b-95b7-30fb8f83c066 = "Ordunun "yakisiksiz davranis" dedigi sey buydu."
RM_139eb55d-6e70-4f14-8931-0bfc015a2849 = "Pecker hala tutunabilir, Tim..."
RM_a2a90678-4b36-45e3-a4f9-9edd298b7998 = "Sanmiyorum. Önümüzdeki hafta siginakta olursa sasiririm."
RM_306e4aeb-3464-4127-b232-257c2d074ae4 = "Ev VHS: Rangers - Mothballs 12.8.90"
RM_0ff8ffa0-14dd-40c1-a950-9cb01fdebc57 = "Rangers - Mothballs 12.8.90"
RM_380e195e-ee76-448b-a255-e7a8d91c96a0 = "Parlak bir kis gününde oyunumuz için burada bize katilin..."
RM_da05400f-d2a8-446b-b579-814a19d31f3e = "...Riverside Rangers ve Mothballs arasinda."
RM_0911c4f7-221e-4e81-9486-f7df3a22639a = "Elmas orada donmus, Victor."
RM_44e79001-1d01-4acc-8492-5e890b54425e = "Dis sahada buzun parladigini görebiliyorum."
RM_f1034849-3d51-45af-b776-a25a1f11d0c5 = "Joe Johnson tabaga geliyor..."
RM_c17957cc-4372-4e60-9fe8-0f700d5277f5 = "Harika vurus!"
RM_877922d5-3350-4004-8185-29a0fb648e3d = "Terry atis. Ve... Damon için üç vurus."
RM_20e35cad-dc7b-4c2b-90b7-afb070654d5c = "Ve... benim gördügümü siz de görüyor musunuz?"
RM_6c30fc23-b830-477a-acfb-179ba5b446d6 = "Pecker sahada millet. Mothball'un menajeri..."
RM_48e289a7-e0b6-4d5c-b3a7-f5556ea3951a = "...hakemle kavga ediyor!"
RM_b6a6dbf2-1cbc-45ba-a0d9-9e6ac9526761 = "Bu çok çirkin, Victor."
RM_4684f7d5-87e2-42f2-8794-c243cd39c53c = "Simdi oyuncular dahil oluyor."
RM_e7530d61-1c78-4bfd-8cc7-f49993efa48d = "Arkadaslar faullü bir top olabilir ama bunu izlemek hos degil."
RM_8205974b-b174-442b-8ca8-be5a941fab7f = "Ben psikolog degilim ama bu, Mothballs'un su ana kadarki kötü sezonundan dolayi hayal kirikligi gibi görünüyor..."
RM_0ee7f1e8-42ea-492e-945f-865ebcc84bd1 = "Arkadaslar, bu bizim görmek istedigimiz türden bir oyun degil."
RM_5e0fcf05-bb1f-4077-b0fd-2671b45eae80 = "Rangers için zafer, ancak bu oyun hatirlanacak..."
RM_7d4c9695-2607-4315-ab5b-820dd512d4da = "...Pecker'in besinci siradaki performansi için."
RM_8e57df34-1d9e-41c3-b904-76001a016007 = "Pecker, ipinin ucundaki bir adama benziyor, Victor."
RM_13188add-0853-4977-9fcf-fa181991276f = "Tanriya sükür hava çok soguk yoksa her sey kaynama noktasina gelebilirdi."
RM_f097ac2c-3c4f-4458-8c4f-6294aed872da = "Nihai skor, Riverside Rangers'a 5-3."
RM_57f9e46a-7f7b-45be-8fea-2554718e2723 = "Ev VHS: Omega Departmani hayalet kasaba"
RM_e3b8e05a-af24-4e50-ae6f-481e989c1314 = "Omega Departmani hayalet kasaba"
RM_c0cd7606-3ba7-4f65-aa62-9eea6e807acf = "Pharmahug: sagliginiz..."
RM_b415559e-3772-40f6-870e-a955a30b9ab3 = "... magazaniz."
RM_509e7fc1-d03d-4910-9ef9-ebf1a21253b3 = "Ev VHS: Magical Woodland Fox"
RM_4aa1ec27-0ca4-46b1-84ea-edd5ddf8257d = "Büyülü Orman Tilkisi"
RM_8b507125-e339-4663-a243-c4d151a20949 = "Cal Fairweather'a oy verin. Ilerleme için oy verin."
RM_db3de728-a4e6-4d8f-9746-3682fea5a6cc = "Bu, Cumhuriyetçi Parti tarafindan onaylanan bir mesajdir."
RM_11eaf263-d6da-4b9d-98cc-7b4890b29f57 = "Kürklü Tilki Freddy? Ne güzel bir tüylü kuyruk."
RM_f76fdc4a-ab8c-47d6-bfe3-49241b38dad8 = "Okuyor musunuz?"
RM_88b114a4-42d5-4083-93b3-4de9113061de = "Ne kadar eglenceli! Hayal gücünüzü kullanarak yeni dünyalar ögrenmek!"
RM_21e70b53-71c7-4f73-84b5-1d1196288e2d = "Ejderhalar ve prensesler! Devler ve sihir!"
RM_2661b487-84a0-4c46-925a-e368ec9a0b69 = "Sen çok iyi bir okuyucusun Freddy! Bir sürü büyük kelime biliyorsun!"
RM_810d70fb-3b2a-4b82-b71f-92ef3612b297 = "Iyi geceler Freddy."
RM_2031e4d0-7829-401b-a675-c6e480629b36 = "Ana Sayfa VHS: Bauman ve Triskel 8 Nisan"
RM_d6b1ff71-9742-462f-950a-1bb6b7a83e3c = "Bauman ve Triskel 8 Nisan"
RM_09e0ad0a-d18b-4cfa-a2a4-d0b936fedaed = "[img=müzik] Neseli saksafon müzigi. [img=müzik]"
RM_1a0eae4f-fec2-4808-9766-e1e6d9cb8f65 = "Merhaba, ben Roger Triskel, Louisville Sun-Times'in film elestirmeni..."
RM_d2d220fa-575b-4158-9b61-98a9c5e2b37e = "...ve ben Louisville Dispatch'te film elestirmeni Susan Bauman."
RM_1ecca7b4-7ab0-42c8-9773-d325552370e5 = "Bu hafta Dying Strike'i inceliyoruz, gizli ajan John Spiral'in..."
RM_d9ed95a8-79da-4482-9b6c-cba67278b567 = "...on yedinci gezi. Dying Strike hakkinda ne düsünüyorsun Susan?"
RM_1375fea5-a692-4837-848f-dd95a8d5d54d = "Hosuma gitti Roger. Sahne arkasi drama ekranda gösterilmedi."
RM_c6a1879c-0088-477a-933c-343201845329 = "Spiral'in yeni aktörü Pierce Daniels hakkinda ne düsünüyorsunuz?"
RM_9284bcbc-d2a0-4cbf-90a4-0247234f2040 = "Harika bir is çikardigini düsündüm. O Shaun Moore degil ama kim?"
RM_32a9e9fa-3b36-4bdc-8b93-d2e8817ce79d = "Diyalog, bu son birkaç filmde olmadigi bir sekilde parladi."
RM_0406df3a-f052-4f07-aec9-ac51340f04d5 = "Ben de Spiral ve kötü adam kardes olmanin gerçekten ise yaradigini düsündüm."
RM_de4b5f13-66a6-465f-bcdf-7d220045e248 = "Bu konuda seninle ayni fikirde olmayacagim Susan."
RM_504881f0-3655-4f22-ad9d-b2c497799a60 = "Bunu ve filmin birçok ögesini tamamen saçma buldum."
RM_b7d21300-210a-47b7-ba93-fb6b9146ffaf = "Patlayan ayakkabiyi görünce sinema salonlari kahkahalara boguldu."
RM_96747051-1588-4449-aceb-5ca7b63c671f = "Komik olmasi gerekiyordu!"
RM_b0acafb4-370c-43ed-afc5-63adfe0e3bbd = "Susan oldugunu sanmiyorum."
RM_b94b2dae-e1d3-495c-8dbf-a079b4f46794 = "Seri, 60'larda bile her zaman sakaci olmustur."
RM_8718588e-0a5c-4a8c-b031-40844cd3446b = "90'larda burada daha alayci olabiliriz ama film beni kazandi."
RM_5cce0b05-664c-4360-a56d-994b18f6fba5 = "Biraz tereddüt ettim ama Dying Strike'a hayir vermem gerekecek."
RM_f240bb7d-214e-4583-814f-277d92231b9d = "Benden çok büyük bir evet."
RM_80f22963-0dec-498a-89c0-7771b9bc4e34 = "Iste bulduk. Bir dahaki sefere Nightwatcher'in Dönüsü incelememiz için bize katilin!"
RM_3ba7ddbd-33c0-4584-be4d-8068bf4df1d5 = "Ana Sayfa VHS: Bauman ve Triskel 15 Nisan"
RM_adc1a606-8654-471a-9d12-14f55554f9f5 = "Bauman ve Triskel 15 Nisan"
RM_2807e1f4-34f4-4f23-8f07-104fa58f5990 = "Unutulmus Öge! PG-13 Dereceli!"
RM_b1191249-c6b9-4141-80f0-27e019e9f3a9 = "Simdi sinemalarda!"
RM_d0e498de-4654-4c11-aa9b-3e8ea2251815 = "Merhaba, ben Susan Bauman, Louisville Dispatch'te film elestirmeni..."
RM_e90d202c-6ac8-476a-9eb9-bc694c6e7553 = "Ben de Louisville Sun-Times'in film elestirmeni Roger Triskel."
RM_e297cd44-8e54-4ce8-98b2-483f5f125bdf = "Bu bölümde Nightwatcher'in Dönüsü'ne bakiyoruz..."
RM_9ead4e75-fec1-4b48-9872-bc121be4e24d = "... kara kara düsünen süper kahramanimizin hain Borsaci ile kapistigi yer."
RM_7b3a3712-47b6-43cc-941e-1393aaea2b5d = "Gece Bekçisinin Dönüsü'nü ne yaptin, Roger?"
RM_d90ffede-a414-4526-baba-56a37195f871 = "Borsa Komisyoncusunun çizgi romanlarda oldugunu biliyorum ama o 30'lardaydi."
RM_8281ffa3-ab34-4002-83cc-3f1cbdaa53f5 = "Nightwatcher'a tahvil piyasasi ve açiga satis hakkinda bilgi almaya gelmedim!"
RM_a865d3f0-0e21-4a0b-989f-9fba7e9607a9 = "Ama izleyicilerin 60'larin çilgin Nightwatcher'ini isteyecegini düsünmüyorsunuz herhalde?"
RM_4239fb59-5662-41ee-91a9-ca5ced34be27 = "Bunu tercih ederim! En azindan çubuk grafiklerle gözyaslarina bogulmuyorsunuz."
RM_c70e750d-699e-4e03-95d7-60fa316de96c = "Borsayla ilgili tüm seylerin çok ilginç oldugunu düsündüm."
RM_2e539b72-47bb-4958-9800-23ab70b76c87 = "Her seyin kötü oldugunu söylemiyorum, sadece olmasi gerektigi gibi degildi..."
RM_168e76b5-f67c-4a3e-815e-5d3ade1295c0 = "...hafif bir aksiyon macera filmi olmasi gerekiyordu."
RM_cee19b06-01cd-40fa-b815-7aad3f6c7dce = "Benden zor bir hayir."
