// Archivo generado automáticamente

RM_a692fc0a-bcc4-4429-af50-d4c123f91a96 = "*suena la campana*"
RM_246253e1-c339-4159-aad0-17ee48b5dde6 = "Y se van. Grady bailando alrededor de los jabs de King..."
RM_98a2de2b-8249-4441-94f7-83572bd79b5c = "Gancho limpio de derecha a la mandíbula de King por parte de Grady..."
RM_28bac3c0-5bba-4b8e-945e-66ab5b2019ef = "Grady falla el uppercut, eso le va a costar algo de energía..."
RM_94550b00-afc3-4436-893e-848619cf08c9 = "Un fuerte golpe en el estómago de Grady..."
RM_94262c4e-a7e5-407f-b376-5120cdbc9d23 = "Ambos hombres sangrando en la lona, ??esto es realmente cruel..."
RM_f9ad4b20-d85c-46ba-a6d7-8297956036ce = "Y un golpe en la cabeza derriba a King..."
RM_53a3d41b-241c-45d7-9629-b7849aa99810 = "...8...9...10... ˇRudy Grady gana por nocaut!"
RM_4a817e59-c29d-4880-b208-f28167a5d840 = "ˇLa Leyenda de Louisville hace honor a su nombre!"
RM_c06fe529-28a1-4891-94da-92ef15466955 = "ˇEste es realmente uno para los libros de historia, amigos!"
RM_a3ec6fe4-a219-4244-8a60-1074f5a51a24 = "Home VHS: Secretos de la salsa especial de Spiffo"
RM_17f4154e-0a12-4ccf-8d45-4f5d4f608fbc = "Secretos de la salsa especial de Spiffo"
RM_ec9c44ba-3f36-481e-9eb4-9aa153d19522 = "Spiffo's es una de las cadenas de comida rápida más queridas de Estados Unidos".
RM_05b38236-a790-4b31-a694-aac02e18b64b = "Fundada en Raleigh, Carolina del Norte en 1940 por los hermanos John y Kevin Spifenmeister..."
RM_20c8a571-22fa-49e8-ada5-9cff4f8a3020 = "...Los restaurantes de Spiffo hoy en día se pueden encontrar en lugares tan lejanos..."
RM_a65a5ad6-b1fc-4805-8316-1c88941706d5 = "...como China y la antigua Unión Soviética".
RM_dd74252e-338f-4db7-b2ba-98b810a15af4 = "Y, sin embargo, la Corporación Spiffo tiene un secreto que no le dirá a nadie".
RM_ff134a31-6986-475e-a51e-3323de476139 = "Un ingrediente clave en cada una de sus hamburguesas".
RM_898e87f8-48fe-4238-8d6d-4ec1d9625ee3 = "Salsa especial de Spiffo".
RM_704fde3b-9412-4606-b65f-b789452f45b5 = "żCuáles son exactamente los componentes de esta salsa?"
RM_6bee6067-3b77-4579-8106-2327301f256e = "Si son seguros, żpor qué mantener la receta en secreto?"
RM_a1ac11a5-9b63-412f-a88b-7a69e0361f22 = "żY hay algo de cierto en el rumor de que se cambió la salsa..."
RM_5d4959d4-94b5-4359-b00d-725da709cc9b = "...justo antes de que comenzara la crisis de la EEB en el Reino Unido?"
RM_a3de3fec-71c3-40b9-adf4-35adb3b4f555 = "Quizás los servidores de Spiffo deberían estar preguntando..."
RM_e444c997-7b58-400d-a742-891ba7d6b058 = "żQuieres MENTIRAS con eso?"
RM_f3e3f4b9-3e52-43a8-9838-901b241b724e = "VHS doméstico: ST 4"
RM_52e0ae6f-9385-4754-8abe-1d0d8a545351 = "ST 4"
RM_271670d2-1ecc-4047-97d7-b56fba4884ea = "ˇSeguro que lo haremos Tuks! Por $49,99, żquién se resistiría?"
RM_cbf65055-dfab-4532-b393-2c942d2d874c = "Hola, soy Edward Stack. Esta noche nos dirigimos a Brasil..."
RM_20d8d39e-8425-413d-b5cc-90744f4c47c5 = "...para observar un fenómeno celeste inusual".
RM_7bfe854e-f97c-4743-89ea-6308a372ac1d = "En la noche del 12 de febrero de 1992, meteoritos surcaron el cielo..."
RM_eb794ea9-a0f6-4b67-8800-47d1fb0f0fdd = "...sobre la ciudad de Varginha. Se reportaron rayas verdes, azules y rojas."
RM_2a1e2359-87dc-4469-8137-5087c027b3ec = "...pero es lo que sucedió después de que las autoridades confundidas".
RM_cd2b39b3-3aa7-486b-b913-2d15c040dc03 = "Lembro-me de um mau cheiro, e senti-me tonto..."
RM_5ee45e95-cdcf-4b75-9273-41a15a560ca6 = "El maestro de escuela Thiago Menezes dice, inmediatamente después de ver un meteoro..."
RM_94359437-e87d-4860-97b3-95d339a7cff6 = "... notó un olor horrible y se mareó".
RM_9d2d2382-7da1-48cc-85a1-34f056c88cdb = "A la mańana siguiente, los periódicos y la televisión locales se llenaron de informes similares".
RM_6fff6c5a-575b-4d3a-b9df-e45b7bcce163 = "Náuseas y fiebre fueron los síntomas más comunes, seguidos de una ansiedad inexplicable".
RM_fb0346ec-c796-4bde-98c1-1334c11743c1 = "Se envió una unidad de guerra biológica del ejército, pero no se encontró nada inusual en el aire".
RM_12988f6f-8f2d-47c7-9337-d4e744f1ff68 = "Los síntomas desaparecieron pronto, pero quedaron dudas".
RM_b58d128b-b49c-4270-b411-df0d54fdefa4 = "żFue este evento simplemente histeria colectiva..."
RM_0e2316ce-7949-4e58-bb24-7ac0d09a7dd5 = "...żo eran entidades desconocidas probando una nueva arma en el espacio aéreo brasileńo?"
RM_cf35eab2-a4c9-44c1-9c2a-fe2824d8b0e3 = "Soy el doctor Cox y estoy aquí para hablar con USTED sobre el control de la vejiga".
RM_a8833327-f0d2-4d4f-907f-c649b6e611e2 = "He estado ayudando a familias durante cuarenta largos ańos, pero NUNCA..."
RM_91c85f67-2d24-4684-988d-89d21e956cd0 = "Home VHS: Pelea Lopez-Grady"
RM_ee2952fc-03f7-4401-b0bb-44c6b35e1640 = "Pelea López-Grady"
RM_9bfc5909-7134-4d76-a008-db67ad8ce57e = "Bienvenidos a la jungla amigos para la tan esperada pelea de peso pesado de esta noche".
RM_e750337e-98ef-4d3f-9891-72a3e243e79f = "Héctor López, campeón indiscutido e invicto de los pesos pesados..."
RM_84ad9b28-6871-4991-a76f-f6b786f171b6 = "... está a unos minutos de defender o perder su título ante Rudy "Louisville Legend" Grady".
RM_2c9f2614-73e8-4068-9885-4ff46c983caf = "ˇY se van! López entra fuerte con una serie de golpes rápidos..."
RM_5e626640-055d-444a-9839-71e8567d157e = "Grady defiende bien, pero no hace muchos strikes".
RM_0a9536d2-fc26-48dc-9896-7e950815e7e8 = "Un aluvión de golpes de López que tuvo poco efecto en Grady".
RM_22ed8c4e-6881-4991-8b33-d06c89138db2 = "Es como intentar derribar una pared de ladrillos..."
RM_e8746964-1412-42f6-a0e0-34f23b4e4d6f = "A medida que avanzan las rondas, la estrategia de Grady parece ser..."
RM_58107b05-55e2-4e5f-845b-54969419b2da = "...agotar a López antes de atacar. żPero se cansará a tiempo?"
RM_afc9bf3e-fffc-4c0e-b33a-ce1059cf93bf = "ˇEl uppercut de Grady se conecta! López se tambalea pero sigue de pie".
RM_edbe4506-ee91-48ff-a340-c6cc40e3c8b6 = "Grady busca golpes lentos y fuertes, ˇy López está demasiado cansado para defender!"
RM_97a51eab-3ff2-4c16-a93a-672293623bef = "Un fuerte derechazo directo a la cara... ˇy López cae!"
RM_340bbb11-7b2b-47dd-baf4-970b4bd6ebe2 = "8...9...10. ˇLópez está noqueado! ˇLa multitud está extasiada!"
RM_0327f045-f3df-4afc-8236-9e9dfa7c31b7 = "ˇ"Louisville Legend" Rudy Grady es el nuevo campeón mundial de peso pesado!"
RM_ce0412c6-a0b8-4f13-a582-70e47e688cb2 = "VHS casero: moocows"
RM_831cc7bd-03fa-4a4b-a679-508cfaec59cb = "moocovacas"
RM_93e622b9-a478-4c75-831a-d4a8322f99f4 = "Ganado euroasiático, lo que solemos considerar como "vacas"..."
RM_0336c01f-9ce6-4ea7-a890-19a16be341f4 = "...fueron domesticados por primera vez a principios del Neolítico, hace unos 10.500 ańos".
RM_756c1bcb-8fe5-46ec-84fa-2a45d931cfb1 = "Los antepasados ??del ganado vacuno fueron los uros, herbívoros con enormes cuernos, que eran..."
RM_f8797654-cc5c-4d2f-baf7-2805b7ff67ee = "... a menudo representados como seres poderosos en las obras de arte de las culturas antiguas".
RM_ba07eb61-ff5c-4860-8622-82e456f66323 = "Las vacas siguen siendo muy respetadas en el hinduismo y en algunas partes de la India su sacrificio está prohibido"
RM_9bdfae3b-e315-4483-a487-91f60649529a = "El ganado estuvo entre los primeros tipos de moneda utilizados por la civilización..."
RM_58fc4b34-af10-45de-930f-8e59b4bfff29 = "Actualmente, las técnicas avanzadas de cría han creado una variedad de razas..."
RM_56681f34-8cb7-427f-aa51-6181fa2fffde = "... de manera que se pueden hacer distinciones entre el ganado vacuno y el lechero".
RM_a2e9840e-a3d2-4191-b0b8-d9bcbb743121 = "El macho, un toro, suele ser más grande y mucho más agresivo que las vacas hembra".
RM_442814af-d728-4c3b-9d9d-454a568d2a8b = "Los machos castrados se llaman novillos o bueyes, mientras..."
RM_32e011c1-a29b-4306-bcd6-a1418dc84509 = "... una vaca joven que nunca ha parido se llama novilla."
RM_58b9de71-5388-4d48-ba4b-0969a3c7cbf6 = "Un freemartin es un gemelo femenino de un toro. Los freemartins son infértiles, con el comportamiento típico de un novillo".
RM_eb4a808b-f911-44f9-8814-7eed0a888478 = "En los Estados Unidos, hay aproximadamente 95 millones de cabezas de ganado, de las cuales..."
RM_5e9a8183-b1fb-4bbf-ad32-d831d659943d = "...10 millones son vacas lecheras, y la mayoría del resto forma parte de la industria de la carne..."
RM_25539628-fba8-4f1c-8ae8-e86eaa7975c5 = "Home VHS: Guía para plantar árboles"
RM_a982ed57-84e2-4b11-b98f-8337a0fe8dad = "Guía de plantación de árboles"
RM_16d95d12-4b52-4fd1-823c-9f4db9e93c60 = "Hola, soy Jacob Manuku de McCoy logging".
RM_cb6b0b6b-d0cb-42cc-a3f3-65fdf0980a79 = "Aquí en McCoy, no solo cortamos árboles. También los plantamos y cultivamos".
RM_3325b4d7-4fcb-46c6-9416-9da95eb78a99 = "Ya sea que desee un bosque o simplemente un manzano en su patio trasero..."
RM_ada3a8e1-007c-442c-89ff-a5834876ac29 = "...las técnicas son las mismas".
RM_7f3a65bb-a658-465c-87f9-1d33d3c8a454 = "Si comienzas con semillas, planta en una maceta pequeńa y trasplanta a macetas más grandes a medida que crece el árbol".
RM_5dc41cc7-94dc-4e23-a83b-872774547a6f = "Los árboles en maceta se pueden plantar en cualquier momento, pero las raíces desnudas solo se pueden plantar en invierno".
RM_31a20695-1b41-46bb-930b-76e3ec5bedff = "Asegúrese de que el suelo no esté saturado o las raíces de su árbol pueden pudrirse".
RM_9c9999ab-1b79-4138-bcec-b2f2c3f7096e = "Elimine el césped o las plantas circundantes si van a ensombrecer su árbol..."
RM_92f23ada-55e6-4b15-a5dc-46d9a7423c00 = "... luego cava un hoyo más ancho que el cepellón y tres veces más profundo".
RM_811c34fa-1e91-4838-85b9-3912595f62aa = "Planta tu árbol a la misma profundidad en el suelo que tenía en tu maceta".
RM_9d6b0b33-78b5-47c2-8194-2396e4e0ef39 = "Pise firmemente la tierra alrededor de la base del árbol cuando vuelva a llenar la tierra".
RM_34da819d-0fee-45c7-956a-2603ba65c133 = "Cualquier bolsa de aire en el suelo alrededor de las raíces perjudicará enormemente sus posibilidades".
RM_9d9cf390-792b-4a07-a54d-944624803009 = "Deje una distancia adecuada alrededor de sus árboles, de cinco a diez metros..."
RM_11a680ca-e938-45ea-abe1-fe55e829a638 = "...dependiendo de qué tan alto crecerá el árbol".
RM_e4b7755f-0b25-44af-8600-66e009a6423b = "Plante lejos de estructuras cercanas y líneas eléctricas..."
RM_76faa7e6-ade1-429a-abbf-570e20e08d97 = "...y recuerda plantar los árboles correctos en el lugar correcto".
RM_866bdf9d-ed50-4ab3-bbf9-91a18da89990 = "Utilice las especies locales como guía para saber qué prospera y qué no".
RM_38f85105-2c69-4997-92ee-d8db0fca4da2 = "Marque sus árboles si no son visibles desde la distancia..."
RM_02500fd2-c33b-4b34-a8a3-c2615caae2cb = "...y protégelos de conejos, venados o ganado..."
RM_69dd3e7d-dbcc-4346-a88f-19b4b409bf55 = "...con tuberías o cercas adecuadas".
RM_c2dd896b-fd60-44d7-b11e-b9f0687568ab = "Y finalmente, recuerda el proverbio:"
RM_70d905ff-9f7e-4f66-839d-c1b81c5ac44d = "" El mejor momento para plantar árboles es hace veinte ańos. El segundo mejor momento es ahora".
RM_1b43e117-8c20-4fe0-aadf-7c5883642d14 = "Home VHS: ˇXYZ con Abe E. Seez!"
RM_32b9e4fa-fa34-4b12-a37e-b6767033a562 = "ˇXYZ con Abe E. Seez!"
RM_e31adf58-265b-4c7f-9777-cab69bc19e34 = "ˇBuenos días a todos!"
RM_d5e0b8c8-ebe2-4b3c-99ce-29b30384d648 = "ˇMi nombre es Abe E. Seez y quiero hablarles sobre el alfabeto!"
RM_9162fd38-907f-49f5-bcf7-117fb61196f3 = "El alfabeto se compone de cosas llamadas "letras"."
RM_087f9858-105f-4124-a7a0-740aed5dc751 = "Una letra es una forma pequeńa que produce un sonido especial".
RM_b0a67a35-7be2-49e4-8f25-d4a9cfea2119 = "Mira esta letra: ˇse llama A!"
RM_e3eff5fa-cd2c-43ac-be1b-26173dc9b9ee = "Hay una A grande y una a pequeńa, pero ambas tienen el mismo sonido".
RM_93845a87-58b8-41cf-8f80-7c300fdb5a0f = "Aquí está el sonido: ˇah! O a veces, ˇay, como la letra misma!"
RM_17083664-5710-412c-9d11-d5ca166d4c91 = "Aquí hay una manzana. La palabra "manzana" comienza con A".
RM_36042337-fa9c-4701-b1dd-c5986f574fcb = "żPuedes pensar en otras palabras que comiencen con A?"
RM_7bfb4811-fc3b-4546-8e9e-b6879ecd9254 = "*pausa larga*"
RM_f51351b2-3d85-467d-bc28-f1c48770774a = "ˇOh, esos son buenos! Puede que sean los mismos que los míos".
RM_19a22e8d-94bd-4f58-8962-4c8d01f09698 = "Aquí hay algunas palabras A que obtuve: hormiga, avión, caimán, brazo, astronauta".
RM_97f17a4b-5f6a-4b6e-98b1-6dcb6762ec11 = "Y ahora, pasemos a la siguiente letra, B..."
RM_1c903cce-7cf5-41f2-98d4-7c3dc8b0027d = "Home VHS: Cuadráticas matemáticas y configuraciones algebraicas"
RM_5ab53ea6-4e1e-409d-b82d-7589ce8c0cbe = "Configuraciones matemáticas cuadráticas y algebraicas"
RM_168f3de4-57c3-43d5-b275-a260f050a34b = "Hola. Soy la profesora Joan Grimsdottir. Hoy echaremos un vistazo..."
RM_48e1d3a8-9aa0-4f9f-b6b9-a5c3aef8c06d = "...en muchos de los errores más comunes en el campo de..."
RM_a56181bf-f5c7-4221-81ec-c1a9b1cec34b = "*suena el timbre*"
RM_55b06342-13bf-434f-8bd9-63675cc7b5b1 = "Hola, seńora. Soy yo, el plomero".
RM_03de2ef9-5f32-43ab-9f72-6cf0c2d6de25 = "ˇVaya, qué gran caja de herramientas tienes!"
RM_d0f0d7ef-95b0-4fd7-8712-508c4a3b544f = "Necesitas grandes herramientas para todos los trabajos que recibo".
RM_d256ab96-70d8-443e-8920-1b80d99485eb = "Pase, por favor. ˇSe me rompió el grifo y se me mojó la camiseta!"
RM_254b11fd-1343-4efa-8ab3-81c84feb55e4 = "żPor qué no me quitas eso y yo agarro mi llave más grande..."
RM_8a6759ea-3ebb-4600-9396-d18622336168 = "ˇDios mío, tienes una pipa tan grande!"
RM_ca4e8e97-8221-4f24-9984-bb4e7fd4356d = "Aquí, ayúdame a desplegar mi serpiente de drenaje..."
RM_a3b1eeb4-92ba-424a-ba65-32745c1e92a7 = "ˇOh!"
RM_1bac94db-cba0-4002-a89f-1d95007aec3b = "Inicio VHS: Ciudades del mundo - París"
RM_59b1cb6a-ec0f-461b-b7a0-735c7a37e532 = "Ciudades del mundo - París"
RM_a6af2d6b-ad83-45cb-81a5-61cc414ffd07 = "París, Francia, es verdaderamente una de las maravillas del mundo".
RM_60910570-170d-4b8d-a6e2-27a99b5afd16 = "París recibe su nombre de una tribu celta, los Parisii, que vivían cerca del Sena".
RM_d30b5327-edb8-4480-a55e-d3aea909279d = "Tras ser conquistada por los romanos en el 52 a. C., París se convirtió en una ciudad próspera..."
RM_30816f85-786c-44c2-9c41-7bfb48e19d9d = "Montmartre, una colina de la ciudad, fue nombrada en honor del mártir cristiano..."
RM_e1906138-a840-4e32-90e5-db1640751d36 = "...San Dionisio, decapitado por los romanos por negarse a renunciar a su fe."
RM_d71f4c93-68a0-4077-9b53-ebd224424df0 = "...París desempeńó un papel destacado en el Siglo de las Luces y..."
RM_b9625ba9-f122-4720-8bb6-b40670b12c89 = "...la Revolución Francesa comenzó en 1789, con la toma de la Bastilla".
RM_a39c6898-7813-4649-8a1a-355ff339a8c7 = "La revolución y el posterior ascenso de Napoleón Bonaparte..."
RM_f9b89ab4-40ac-49eb-9876-67b6b8d91e71 = "...remodeló Europa y el mundo para siempre..."
RM_fc3d7a8c-b053-4b17-a68f-94287f516468 = "La emblemática Torre Eiffel de París se construyó para la Exposición Universal de 1888..."
RM_a46dea7d-d97b-427b-a060-b4c92063eb1f = "La ciudad fue ocupada por los alemanes después de la caída de Francia en 1940..."
RM_a83ead45-7d95-42e5-8a1d-9a08f15bbb1e = "...y fue liberado por los ejércitos de EE. UU. y Francia en 1944".
RM_c839ba21-36a2-4a94-9a97-1d02b4628eeb = "Junto con la Torre Eiffel, París alberga muchos edificios de fama mundial..."
RM_6578baad-bd5c-4e1b-8025-b6946618a6eb = "...como el Palacio de Versalles, el Louvre que alberga la Mona Lisa..."
RM_bbbeb9c0-ad21-4d3a-bb05-681029d40395 = "...el Arco del Triunfo y los Campos Elíseos..."
RM_a3d29b99-24b3-48b6-ae18-7c54e453645f = "Con una población de más de dos millones, París sigue siendo un centro de la política y la cultura mundial..."
RM_945354da-b77a-4320-b3e5-c649bb8f5ca4 = "Inicio VHS: Ciudades del mundo - Lagos"
RM_1428c348-550b-478b-8172-a0c69fb48763 = "Ciudades del mundo - Lagos"
RM_89e4738b-13b3-4869-bfd0-3451e9617310 = "Lagos, la ciudad más grande de Nigeria, alberga a casi cinco millones de personas".
RM_3523a5e5-a2bd-4a46-8606-b983130af26d = "Lagos fue habitado por primera vez por los aworis, un subgrupo de los yorubas, en el siglo XV".
RM_0f157856-38b9-4bff-877d-63e2e0115ddc = "El Imperio de Benín conquistó Lagos en el siglo XVI..."
RM_49d2f56f-b0d2-4dcc-ad6d-b9e64acb1e43 = "...y la ciudad se convirtió en un centro de comercio de esclavos, hasta que el amor de Gran Bretańa por la esclavitud se desvaneció".
RM_87db0be7-4263-4162-b78e-06006aa49124 = "Gran Bretańa ayudó al rey depuesto contra la esclavitud Oba Akitoye a regresar como Oba de Lagos..."
RM_db7af0dc-8929-43b5-98b9-c5f6b3ff28c6 = "...en 1851, pero Lagos fue anexado como colonia británica en 1861."
RM_7bf2e643-bd21-4ea3-a190-118c8fa2812b = "En 1914, Lagos se convirtió en la capital de la Colonia y Protectorado de Nigeria".
RM_84497235-fdcf-4952-be0f-c64377eca445 = "Después de que Nigeria obtuviera la independencia en 1960, Lagos permaneció..."
RM_22acc9c4-18df-4b86-af60-1fee238d5e75 = "...la capital de Nigeria hasta 1991, cuando la capital se trasladó a Abuja".
RM_69bb154b-a429-49ad-8b05-2677faffa776 = "En las últimas décadas, Lagos ha experimentado un auge demográfico y económico..."
RM_005d1a32-468b-4247-9c10-37897499629c = "La ciudad tiene dos áreas principales, la isla y el continente".
RM_b933f95a-28c0-4ce0-9eb7-88240f0dfcd7 = "La isla es en realidad una serie de islas, incluida la isla de Lagos..."
RM_0eb17fab-4ab7-41cf-a9b0-3f35d7efe426 = "...el distrito comercial central y la próspera isla Victoria e Ikoyi".
RM_50891f34-fbfc-4fe6-8e24-a0c33743dc46 = "Los puntos de referencia incluyen la plaza Tinubu, el Teatro Nacional y..."
RM_d847d30d-3f2c-408f-beba-7c1260eca6bf = "...el nuevo Third Mainland Bridge, el puente más largo de África..."
RM_27d91f3d-b189-4012-8cd2-e4c39f169723 = "Inicio VHS: Ciudades del mundo - Seúl"
RM_f2cb4909-fdbc-4426-a8cf-fc2e29221f4e = "Ciudades del mundo - Seúl"
RM_48ad4605-fb01-4d52-bfef-ec7dab36d116 = "Seúl, la capital de Corea del Sur, alberga a casi once millones de personas".
RM_2ebb7320-8e8d-4e6f-98f4-7d3ad9487666 = "El área alrededor del río Han de Seúl ha estado habitada desde el ańo 4000 a. C.".
RM_38a9117e-83b1-4412-afa5-bbdd824b1c98 = "Durante la Alta Edad Media, los Tres Reinos de..."
RM_a96f2dcc-d05b-4486-bbd1-4b4e595b3ec7 = "...Goguryeo, Silla y Baekje compitieron por el control del área".
RM_d81e6f28-694e-468c-822d-6f27e35e258f = "La dinastía Joseon y más tarde el Imperio Coreano hicieron de Seúl su capital".
RM_ec1f473a-b44a-4ae0-91e2-556edf5ed48e = "Durante los siglos del gobierno de Joseon, las puertas de las murallas de Seúl..."
RM_4b96b24e-cef5-4f26-ac2e-927195f038b0 = "... estaban cerrados todos los días, acompańados por el sonido de las campanas en el campanario de Bosingak".
RM_910766aa-2297-4efd-86a3-03f5ea1e4231 = "Seúl, junto con toda la península de Corea, fue anexada por"
RM_1d177851-8ccf-4d00-909b-b3edf0cd3880 = "...el Imperio Japonés en 1910. La ocupación japonesa duró hasta 1945."
RM_efa7884f-42c5-4aa1-903d-d192648ee3ff = "Seúl sufrió graves dańos por la Guerra de Corea de 1950 a '53..."
RM_183b6fe5-c4db-4e1b-bc01-a2777b6f03b3 = "...y la capital se trasladó temporalmente a Busan".
RM_1d488495-92e3-4320-8738-e719ceb875e4 = "Tras la partición de Corea en 1953, Seúl se convirtió en la capital de Corea del Sur".
RM_19bfe99e-744a-4ca9-9cf7-f39bb9309e66 = "Hoy en día, Seúl es un centro tecnológico en auge y fue sede de los Juegos Olímpicos de 1988".
RM_4c777c68-a498-4168-8460-87b14934a7db = "Sus puntos de referencia incluyen el Palacio Gyeongbokgung, el Mercado Gyeongdong..."
RM_dd490277-a2d4-4e04-8be3-890f4aaef318 = "...el puente Seongsan y el elegante distrito de Gangnam".
RM_3df75a26-3289-410b-a913-9a956ffe9181 = "Home VHS: Preparando un funeral (lo que realmente sucede)"
RM_6da27870-0f93-40d4-88d8-a5be322c3cf7 = "Preparando un funeral (lo que sucede realmente)"
RM_198e3da7-01f0-4a51-9be4-6e90db495c58 = "Mi Henry era tan joven... No puedo imaginar la vida sin él..."
RM_1c9585ae-55c2-4ef7-8182-97c13ff5b0e8 = "Perder a un ser querido es lo más devastador que le puede pasar a una persona..."
RM_8adf27de-fe7c-4062-a2ad-857d38d35ea2 = "...y la carga de tener que preparar su funeral puede aumentar su dolor".
RM_95e0adc4-0409-4dc0-b5f9-56f1698e2435 = "Sin embargo, un funeral es una forma de ordenar una tragedia..."
RM_d647caa9-8a0c-44af-a51f-1ef904f29c70 = "...de despedirte, y de recordar la vida que tuvo tu ser querido."
RM_6b5dc1c7-fae1-4db5-91f6-36ab672ab1a9 = "E-los enterradores podrán ayudarlo con el funeral".
RM_d066f0da-959e-4157-9389-2747a29de37d = "Decidir sobre los aspectos religiosos de la ceremonia fúnebre".
RM_b7e27c69-4eef-46aa-a709-d418cbaf3251 = "En... en... pólizas de seguro que mm-pueden..."
RM_489041f7-4a53-44ce-841a-6d2e934e880f = "Flores o donaciones... f-flores o donaciones..."
RM_1b2140be-86d9-4ba8-acd5-89a1fcfe3a5d = "Comuníquese con los bancos o proveedores de servicios públicos en los que tiene co..."
RM_04df7764-7a9e-4cec-8b3f-ce18df688a91 = "...buen CAJA DE CALIDAD QQ..."
RM_1c3ff775-fe64-428b-be4a-84667e27c30c = "<audio e imagen distorsionados>"
RM_37c63dff-fb4b-437f-8d41-c316993f943d = "...f-fiiiiinnnnaaallll rrrrressssstttiiinnnnggg ppppllaaaaaacccceeee..."
RM_b43987e1-ac30-477f-b592-23312e8ecd02 = "<bzzt> <fzzt> <bzzt>"
RM_371cad1a-de29-438b-97d5-f88d99f2a778 = "Home VHS: J 13 cumpleańos"
RM_8f667319-ee91-45a6-b207-8d02e283ecd4 = "J 13 cumpleańos"
RM_9a314e91-0d37-4010-96c0-775a4a7a1ecb = "ˇFeliz cumpleańos querido Johnny!"
RM_df469c05-b727-4f07-ab2d-ee9b966f81eb = "ˇFeliz cumpleańos a ti!"
RM_7b7ad9b3-f339-4dd9-9b11-364c9fcb3194 = "Mamá, no tienes que cantar..."
RM_529dedaa-c73b-4173-9db5-6a2b2a4ec09d = "ˇPor supuesto que estoy grabando! Eres un adolescente hoy".
RM_0b817824-11fd-4648-a7c2-9449ba2b0082 = "żCómo se siente dejar atrás la infancia?"
RM_6c90d22f-f92d-476e-abce-af5610ca4441 = "Uh... aburrido".
RM_fcd0daaa-a1ea-4c10-86b6-fecf3afa2458 = "żKatie puede venir?"
RM_5f0c0833-34da-4e6d-a847-a6f42e4ed457 = "Olvídate de Katie, Johnny. Me lo agradecerás cuando seas mayor".
RM_0b54bb41-7925-45ab-bd4e-d93eb1f6a9fb = "<suspiro> Más bien como un cumpleańos de mierda..."
RM_78f2c54e-a7af-48f5-8eb3-19275ac925fa = "No maldigas, Johnny..."
RM_881319d6-a0f1-420d-bce4-d27657e98abb = "VHS casero: Fairweather-Mahoney 11/2/93"
RM_2134e586-ae46-432b-bbf3-8a5c12e903cc = "Tiempo bueno-Mahoney 11/2/93"
RM_b1b5857d-e493-40ce-b8cd-2ad7f2194d1c = "Empecemos con su historial medioambiental, gobernador Fairweather".
RM_d3228091-9f4f-498e-8d7a-3c1171f37c2c = "El ańo pasado, usted prometió un nuevo grupo de trabajo ambiental para revertir..."
RM_267e6ada-1f9f-46bd-9a02-cd82a4992181 = "...Deterioro de la calidad del agua y el aire en Kentucky".
RM_b876e8ff-92d7-43f0-bfa7-dd55b27b9977 = "Y cumplí mi promesa. El grupo de trabajo aún está preparando su informe..."
RM_cb42728a-c5dc-44f5-808f-ffb5670220e1 = "żY qué pasos se han tomado mientras tanto?"
RM_2aaf4a31-099c-4f71-a080-796ec048b0ba = "No pretendo ser un experto ambiental".
RM_93b69cef-58e7-4d3e-9276-e842b987d819 = "Es por eso que estoy esperando que los expertos reales hagan sus recomendaciones".
RM_d0b88fff-0ed9-448a-8a7f-ef6964623fed = "Y, sin embargo, los expertos ya dicen que el río Ohio está más contaminado que cualquier..."
RM_27f6428e-3b2c-416f-9b91-8639273589d5 = "Los métodos de detección de toxinas son cada vez más precisos. Eso no significa..."
RM_837394af-89dc-42aa-9657-92ab6accfe8b = "Según cualquier parámetro, la situación medioambiental de Kentucky está empeorando".
RM_37c9384c-9a4d-4f7e-8571-e9fd77e6e6de = "No estoy de acuerdo y creo que esas declaraciones no son dignas de..."
RM_da9c47de-6e5d-44cd-aea6-80daf2cbec6a = "...un llamado "moderador imparcial"."
RM_d674f56f-8abf-4261-8157-14081520ca2d = "Amo Kentucky y su naturaleza. Sin naturaleza, no queda nada".
RM_ee7014ea-1fea-4736-a474-3056ecc8906c = "Pero debe equilibrarse con nuestra rentable minería del carbón y otras industrias".
RM_546daf45-ffec-4c5e-82ec-c48c10e79235 = "El plan del Sr. Mahoney devastaría nuestro estado, y tal vez..."
RM_810a1592-6c0e-4901-82e7-418c7d9b3712 = "...incluso la economía de nuestro país. żDe qué nos serviría la naturaleza entonces?"
RM_4cc3cbfa-a340-47e4-b9b4-ab858bf1a93a = "VHS casero: KNCF"
RM_0e15d63c-dd2d-4cae-88fd-94915b667e40 = "KNCF"
RM_c55af0b1-a0e0-4b0b-866a-58ac0bbb8dd2 = "Este video fue producido por el Fondo de Conservación de la Naturaleza de Kentucky".
RM_e03c8dae-2e7b-43ef-b298-aa86e747d647 = "Desde el final de la Segunda Guerra Mundial, los recursos naturales de Kentucky..."
RM_1651e896-5a61-4ce6-aff0-1667a217d6ba = "... se han acercado cada vez más a un punto de ruptura".
RM_e3a2e3c1-25df-458f-99ba-28747e38f515 = "Lo que antes era agua limpia y potable..."
RM_00fc8307-cc41-40f1-882f-3bf2fa9fbd10 = "... se ha convertido en lodo contaminado y tóxico".
